uniqueID,lat,long,XFT database,Group,Family,Genus,Species,class_gbif,order_gbif,family_gbif,binomial_gnr,genus_gnr,species_gnr,subsp/var/f/hybrid/mutant,subsp. Name,Plant organ,Developmental stage,Growth form,N / G,"Mega-, meso-, micro-, 4",Height max (m),Height actual (m),DBH (cm),Year,Month(s),Day,Hemisphere,P50,P50 number of samples,P50 SD,P50 SE,P12,P88,Curve,Equation,P50 method,Ks (kg m-1 MPa-1 s-1),"Ks SE (standard error, kg m-1 MPa-1 s-1)",KL (kg m-1 MPa-1 s-1),"KL SE (standard error, kg m-1 MPa-1 s-1)",psi-min predawn (MPa),SE psi-min predawn (MPa),psi- min midday (MPa),SE psi-min midday (MPa),Huber value (m2 m-2),Leaf to sapwood area ratio (m2 m-2),Sapwood capacitance (kg m-3 MPa-1),Av. tracheid length (?m),Av. vessel length (cm),Vessel length method,Max vessel length (cm),Av. conduit diameter (?m),dh mean hydraulic diameter (?m),Conduit density per mm2,Vessel grouping index,Ac (intervessel contact fraction),Intervessel pit membrane surface area (µm2),Interconduit pit diameter (?m),Outer pit aperture diameter (?m),Aperture/pit size,Pit membrane thickness (nm),Torus diameter (um),Torus overlap,Vestured pits,Fp (pit fraction),Ap (interconduit pit (membrane) area mm2),Porosity,Perforation plates,Ground tissue,Vasicentric tracheids,MOR (MPa),EI (N m2),MOE (MPa),t (interconduit cell wall thickness; um),(t/b)2,d (g/cm3),SLA (cm2 g-1),LMA (g m-2),Leaf size (cm2),K_leaf_max,Total stomata density,Stomatal index,Gs (mol m-2 s-1),Gsmin (mol m-2 s-1),Gcut (mol m-2 s-1),Phenology,Amax (micromol/m2/s),d13C,TLP (MPa),Location,Country,Altitude (m),Altitude provenance (m),Soil density (kg/m?),Sand (%),Clay (%),Silt (%) (= 100% - % clay - % sand),Short reference (authors year),Reference - DOI number,Contributor I name,Contributor II name = ROW DOUBLE-CHECKED,Notes
4323,8.983333333,-79.53333333,2009-2012 period,angiosperm,Phytolaccaceae,Trichostigma,octandrum,Magnoliopsida,Caryophyllales,Phytolaccaceae,Trichostigma octandrum,Trichostigma,octandrum,,,S,A,L,N,1,,30,,,,,,-2.9,,,,-0.9,,,,AD,1.58,,0.0031,,-0.48,,-0.92,,,,157,,64,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,0.49,,,,,,,,,,E,,,-1.49,"Parque Natural Metropolitano, Panama City",Panama,,,,,,,Johnson et al. 2013,10.3732/ajb.1200590,mcculloh,William Hammond,midday psi is stem value
4324,8.983333333,-79.53333333,2009-2012 period,angiosperm,Celastraceae,Prionostemma,aspera,Magnoliopsida,Celastrales,Celastraceae,Prionostemma aspera,Prionostemma,aspera,,,S,A,L,N,1,,30,,,,,,-1.14,,,,-0.25,-6,E,,AD,0.71,,0.0015,,-0.42,,-1.09,,,,154,,103,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,0.58,,,,,,,,,,E,,,-2.07,"Parque Natural Metropolitano, Panama City",Panama,,,,,,,Johnson et al. 2013,10.3732/ajb.1200590,mcculloh,William Hammond,midday psi is stem value
4325,8.983333333,-79.53333333,2009-2012 period,angiosperm,Anacardiaceae,Anacardium,excelsum,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium excelsum,Anacardium,excelsum,,,S,A,T,N,1,,30,,,,,,-1.45,,,,-0.8,-2.2,S,,AD,1.1,,0.0051,,-0.35,,-0.59,,,,346,,48.7,,,,,,,,,,,,,,,,,,diffuse-porous,,,,,,,,,0.43,,,,,,,,,,E,,,-1.13,"Parque Natural Metropolitano, Panama City",Panama,,,,,,,Johnson et al. 2013,10.3732/ajb.1200590,mcculloh,William Hammond,midday psi is stem value
4326,9.25,-79.917,2009-2012 period,angiosperm,Celastraceae,Prionostemma aspera,,Magnoliopsida,Celastrales,Celastraceae,Prionostemma aspera,Prionostemma,aspera,,,S,A,L,N,1,,29,,,,,,-1.14,,,,-0.4,-8.5,E,W,AD,0.71,,0.0015,,-0.48,,-1.4,,,,154,,,,103,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibers,,,,,,,0.58,,,,,,,0.038,,,E,,,-2.07,"Parque Natural Metropolitano, Panama City",Panama,50,,,,,,Johnson et al. 2013,10.3732/ajb.1200590,JC Domec/Dan Johnson,William Hammond,
4327,9.25,-79.917,2009-2012 period,angiosperm,Phytolaccaceae,Trichostigma,octandrum,Magnoliopsida,Caryophyllales,Phytolaccaceae,Trichostigma octandrum,Trichostigma,octandrum,,,S,A,L,N,1,,32,,,,,,-2.9,,,,-0.8,-6.5,S,W,AD,1.58,,0.0031,,-0.45,,-1.45,,,,157,,,,64,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,tracheids,no,,,,,,0.49,,,,,,,0.152,,,E,,,-1.49,"Parque Natural Metropolitano, Panama City",Panama,50,,,,,,Johnson et al. 2013,10.3732/ajb.1200590,JC Domec/Dan Johnson,William Hammond,
4328,9.25,-79.917,2009-2012 period,angiosperm,Phytolaccaceae,Trichostigma,octandrum,Magnoliopsida,Caryophyllales,Phytolaccaceae,Trichostigma octandrum,Trichostigma,octandrum,,,R,A,L,N,1,,32,,,,,,-1.31,,,,-0.42,-2.85,S,W,AD,6.92,,,,-0.45,,-0.48,,,,500,,,,25.1,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,tracheids,no,,,,,,0.465,,,,,,,0.152,,,E,,,-1.49,"Parque Natural Metropolitano, Panama City",Panama,50,,,,,,Johnson et al. 2013,10.3732/ajb.1200590,JC Domec/Dan Johnson,William Hammond,
4329,9.25,-79.917,2009-2012 period,angiosperm,Anacardiaceae,Anacardium excelsum,excelsum,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium excelsum,Anacardium,excelsum,,,S,A,T,N,1,42,33,,,,,,-1.45,,,,-1,-2.8,S,W,AD,1.1,,0.0051,,-0.4,,-0.8,,,,346,,,,48,,,,,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibers,,,,,,,0.43,,,,,,,0.064,,,E,,,-1.13,"Parque Natural Metropolitano, Panama City",Panama,50,,,,,,Johnson et al. 2013,10.3732/ajb.1200590,JC Domec/Dan Johnson,William Hammond,
4330,41.31666667,-78.43333333,2009-2012 period,angiosperm,Sapindaceae,Acer,rubrum,Magnoliopsida,Sapindales,Sapindaceae,Acer rubrum,Acer,rubrum,,,S,A,T,N,2,,,,,,,,-3.91,,,,-2.92,-5.92,,,,,,,,,,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,"State College, PA",North America,,,,,,,Johnson et al. 2011,10.1093/treephys/tpr050,Hugh Morris and Brendan Choat,William Hammond,Pre-dawn stem not given - same as leaf predawn?
4331,41.31666667,-78.43333333,2009-2012 period,angiosperm,Sapindaceae,Acer,rubrum,Magnoliopsida,Sapindales,Sapindaceae,Acer rubrum,Acer,rubrum,,,L,A,T,N,2,,,,,,,,-1.65,,,,-1.13,-2.22,,,,,,,,-0.121,,-1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,"State College, PA",North America,,,,,,,Johnson et al. 2011,10.1093/treephys/tpr050,Hugh Morris and Brendan Choat,William Hammond,
4332,41.31666667,-78.43333333,2009-2012 period,angiosperm,Magnoliaceae,Liriodendron,tulipifera,Magnoliopsida,Magnoliales,Magnoliaceae,Liriodendron tulipifera,Liriodendron,tulipifera,,,S,A,T,N,2,,,,,,,,-2.99,,,,-2.23,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,"State College, PA",North America,,,,,,,Johnson et al. 2011,10.1093/treephys/tpr050,Hugh Morris and Brendan Choat,William Hammond,
4333,41.31666667,-78.43333333,2009-2012 period,angiosperm,Magnoliaceae,Liriodendron,tulipifera,Magnoliopsida,Magnoliales,Magnoliaceae,Liriodendron tulipifera,Liriodendron,tulipifera,,,L,A,T,N,2,,,,,,,,-1.18,,,,-0.76,-1.9,,,,,,,,-0.15,,-1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,"State College, PA",North America,,,,,,,Johnson et al. 2011,10.1093/treephys/tpr050,Hugh Morris and Brendan Choat,William Hammond,
4334,41.31666667,-78.43333333,2009-2012 period,gymnosperm,Pinaceae,Pinus,virginiana,Pinopsida,Pinales,Pinaceae,Pinus virginiana,Pinus,virginiana,,,S,A,T,N,2,,,,,,,,-4.07,,,,-2.83,-5.32,,,,,,,,,,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"State College, PA",North America,,,,,,,Johnson et al. 2011,10.1093/treephys/tpr050,Hugh Morris and Brendan Choat,William Hammond,
4335,41.31666667,-78.43333333,2009-2012 period,gymnosperm,Pinaceae,Pinus,virginiana,Pinopsida,Pinales,Pinaceae,Pinus virginiana,Pinus,virginiana,,,L,A,T,N,2,,,,,,,,-0.77,,,,-0.65,-1.1,,,,,,,,-0.37,,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"State College, PA",North America,,,,,,,Johnson et al. 2011,10.1093/treephys/tpr050,Hugh Morris and Brendan Choat,William Hammond,
4336,43.6295,123.3058,2009-2012 period,angiosperm,Betulaceae,Corylus,cornuta,Magnoliopsida,Fagales,Betulaceae,Corylus cornuta,Corylus,cornuta,,,L,A,T,N,,,,,,,,,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,Oregon State University Campus,,,,,,,,Johnson et al. 2012,10.1111/j.1365-3040.2011.02449.x,Hugh Morris and Brendan Choat,William Hammond,
4337,43.6295,123.3058,2009-2012 period,angiosperm,Pinaceae,Pinus,ponderosa,Pinopsida,Pinales,Pinaceae,Pinus ponderosa,Pinus,ponderosa,,,L,A,T,N,,,,,,,,,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,Oregon State University Campus,,,,,,,,Johnson et al. 2012,10.1111/j.1365-3040.2011.02449.x,Hugh Morris and Brendan Choat,William Hammond,
4338,43.6295,123.3058,2009-2012 period,angiosperm,Fagaceae,Quercus,garryana,Magnoliopsida,Fagales,Fagaceae,Quercus garryana,Quercus,garryana,,,L,A,T,N,,,,,,,,,-3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,Oregon State University Campus,,,,,,,,Johnson et al. 2012,10.1111/j.1365-3040.2011.02449.x,Hugh Morris and Brendan Choat,William Hammond,
4339,41.31666667,-78.43333333,2009-2012 period,angiosperm,Fagaceae,Quercus,rubra,Magnoliopsida,Fagales,Fagaceae,Quercus rubra,Quercus,rubra,,,L,A,T,N,,,,,,,,,-1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,"State College, PA",,,,,,,,Johnson et al. 2012,10.1111/j.1365-3040.2011.02449.x,Hugh Morris and Brendan Choat,William Hammond,
4340,43.6295,123.3058,2009-2012 period,angiosperm,Ericaceae,Rhododendron,macrophylum,Magnoliopsida,Ericales,Ericaceae,Rhododendron macrophyllum,Rhododendron,macrophyllum,,,L,A,S,N,,,,,,,,,-1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,Oregon State University Campus,,,,,,,,Johnson et al. 2012,10.1111/j.1365-3040.2011.02449.x,Hugh Morris and Brendan Choat,William Hammond,
4341,44.583,-123.25,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,,,S,Se,T,G,,,,,,,,,-5.145,,,,-3.8,-6.8,S,PW,AD,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,"Williamette Valley, Corvallis, Oregon",USA,317,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Mitchell,William Hammond,P50's and Ks are averaged across samples from different populations with in Northwest US. Ks values were reported as umol m-2 Mpa-1 s-1.
4342,44.583,-123.25,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,,,R,Se,T,G,,,,,,,,,-3.3375,,,,-1.86,-5.5,S,PW,AD,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,"Williamette Valley, Corvallis, Oregon",USA,317,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Mitchell,William Hammond,P50's and Ks are averaged across samples from different populations with in Northwest US. Ks values were reported as umol m-2 Mpa-1 s-1.
4343,48.5,-118.5,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,var.,glauca,S,Se,T,G,1,80,,,,,,,-5.35,,,,-3.97,-7.02,S,W,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,Washington,USA,950,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Sylvain Delzon,William Hammond,DRY SITE (summer T = 27.5)
4344,48.5,-118.5,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,var.,glauca,R,Se,T,G,1,80,,,,,,,-3.88,,,,-2.07,-5.69,S,W,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,Washington,USA,950,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Sylvain Delzon,William Hammond,DRY SITE (summer T = 27.5)
4345,50.83333333,-119,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,var.,glauca,S,Se,T,G,1,80,,,,,,,-5.26,,,,-3.83,-6.74,S,W,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,British Columbia,Canada,400,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Sylvain Delzon,William Hammond,WET SITE (summer T = 25.2)
4346,50.83333333,-119,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,var.,glauca,R,Se,T,G,1,80,,,,,,,-3.07,,,,-1.56,-4.46,S,W,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,British Columbia,Canada,400,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Sylvain Delzon,William Hammond,WET SITE (summer T = 25.2)
4347,42.45,-122.1333333,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,var.,menziesii,S,Se,T,G,1,80,,,,,,,-5.21,,,,-3.91,-6.7,S,W,AD,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,Oregon,USA,1540,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Sylvain Delzon,William Hammond,DRY SITE (summer T = 21.7)
4348,42.45,-122.1333333,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,var.,menziesii,R,Se,T,G,1,80,,,,,,,-3.91,,,,-2.13,-5.88,S,W,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,Oregon,USA,1540,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Sylvain Delzon,William Hammond,DRY SITE (summer T = 21.7)
4349,44.15,-124,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,var.,menziesii,R,Se,T,G,1,80,,,,,,,-2.53,,,,-1.38,-3.5,S,W,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,Oregon,USA,250,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Sylvain Delzon,William Hammond,WET SITE (summer T = 17.6)
4350,44.15,-124,2009-2012 period,gymnosperm,Pinaceae,Pseudotsuga,menziesii,Pinopsida,Pinales,Pinaceae,Pseudotsuga menziesii,Pseudotsuga,menziesii,var.,menziesii,S,Se,T,G,1,80,,,,,,,-4.77,,,,-3.44,-6.11,S,W,AD,,,,,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,,,,,,,,,,,E,,,,Oregon,USA,250,,,,,,Kavanagh et al. 1999,10.1093/treephys/19.1.31,Sylvain Delzon,William Hammond,WET SITE (summer T = 17.6)
4351,34.04166667,-118.725,2009-2012 period,angiosperm,Rhamnaceae,Ceanothus,megacarpus,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus megacarpus,Ceanothus,megacarpus,,,S,A,S,N,3,3.5,4.05,,,,,,-10.9303,,,,-4.79098,-12.9098,S,P,DH,2.16,,0.00049,,,,-8.43,,0.00028,,,,,,70,,,,,,,,,,,,,non-vestured,,,semi-ring-porous,simple,fibers,yes,,,,,,,47.16981,,,,,,0.298,,,E,16.9,-19.5,,"Corral Canyon, California",USA,430,430,,,,,Kolb & Davis 1994,10.1093/annonc/mdv256,Sylvain Delzon,William Hammond,
4352,34.04166667,-118.725,2009-2012 period,angiosperm,Lamiaceae,Salvia,mellifera,Magnoliopsida,Lamiales,Lamiaceae,Salvia mellifera,Salvia,mellifera,,,S,A,S,N,4,2,1.43,,,,,,-4.61885,,,,-1.0041,-8.03279,O,L,DH,4.14,,0.00038,,,,-9.09,,0.00037,,,,,,70,,,,3.6,,,,,,,,,non-vestured,,,semi-ring-porous,simple,fibers,yes,,,,,,,120.4819,,,,,,0.527,,,D,24.9,-21.5,,"Corral Canyon, California",USA,430,430,,,,,Kolb & Davis 1994,10.1093/annonc/mdv256,Sylvain Delzon,William Hammond,
4353,39.83333333,-112.1666667,2009-2012 period,angiosperm,Asteraceae,Artemisia,tridentata,Magnoliopsida,Asterales,Asteraceae,Artemisia tridentata,Artemisia,tridentata,var.,tridentata,S,A,S,N,4,3,,,,,,,-3.9,,,,-2.82254,-5.10811,S,W,CE,0.9,,,,,,,,,,,,,,,19.6,25.2,,6.85,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibers,yes,,,,,,,,,,,,,,,,E,,,,"Tintic, Utah",USA,1780,1780,,,,,Kolb & Sperry 1999,10.2307/1941723,Sylvain Delzon,William Hammond,
4354,39.95,-112.0833333,2009-2012 period,angiosperm,Asteraceae,Artemisia,tridentata,Magnoliopsida,Asterales,Asteraceae,Artemisia tridentata,Artemisia,tridentata,var.,vaseyana,S,A,S,N,4,3,,,,,,,-3,,,,-1.0034,-4.91662,S,W,CE,0.7254,,,,-2.59034,,-3.6014,,0.000232305,,,,,,,22.8,33,,6.85,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibers,yes,,,,,,,,,,,,,,,,E,,,,"Tintic, Utah",USA,2040,2040,,,,,Kolb & Sperry 1999,10.2307/1941723,Sylvain Delzon,William Hammond,
4355,39.95,-112,2009-2012 period,angiosperm,Asteraceae,Artemisia,tridentata,Magnoliopsida,Asterales,Asteraceae,Artemisia tridentata,Artemisia,tridentata,var.,wyomingensis,S,A,S,N,4,3,,,,,,,-4.9,,,,-2.17614,-6.85544,S,W,CE,0.4986,,,,-6.67706,,-7.3317,,0.000210242,,,,,,,21.4,26.5,,6.85,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibers,yes,,,,,,,,,,,,,,,,E,,,,"Tintic, Utah",USA,1620,1620,,,,,Kolb & Sperry 1999,10.2307/1941723,Sylvain Delzon,William Hammond,
4361,34.04166667,-118.7083333,2009-2012 period,angiosperm,Rhamnaceae,Ceanothus,megacarpus,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus megacarpus,Ceanothus,megacarpus,,,S,A,S,N,4,3,,,,,,,-8.6,,,,-2.06,-11.2,S,P,DH,,,,,,,-9,,,,,,,,80,21,,,,,,,,,,,,non-vestured,,,semi-ring-porous,simple,fibers,yes,,,,,,,,,,,,,,,,E,,,,"Pepperdine, California",USA,280,280,,,,,Langan et al. 1997,10.1093/treephys/25.9.1109,Sylvain Delzon,William Hammond,chaparral
4362,34.04166667,-118.7083333,2009-2012 period,angiosperm,Anacardiaceae,Rhus,laurina,Magnoliopsida,Sapindales,Anacardiaceae,Rhus laurina,Rhus,laurina,,,S,A,S,N,3,4,,,,,,,-2.4,,,,,-5.03,O,L,DH,,,,,,,-2.5,,,,,,,,110,40,,,1.4,,,,,,,,,non-vestured,,,diffuse-porous,simple,fibers,,,,,,,,,,,,,,,,,E,,,,"Pepperdine, California",USA,280,280,,,,,Langan et al. 1997,10.1093/treephys/25.9.1109,Sylvain Delzon,William Hammond,chaparral
4363,40.75,-111.75,2009-2012 period,angiosperm,Sapindaceae,Acer,negundo,Magnoliopsida,Sapindales,Sapindaceae,Acer negundo,Acer,negundo,,,S,A,T,C,2,,,,,,,,-0.58263,,,,,,O,W,CA,1.96845,,,,,,,,,,,,,,,,,,,0.182,,,,,179,,,non-vestured,0.1212,0.3297,diffuse-porous,simple,fibers,no,,,,2.598,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,pit membrane thickness and t values from Jansen et al. 2009
4364,40.75,-111.75,2009-2012 period,angiosperm,Sapindaceae,Acer,negundo,Magnoliopsida,Sapindales,Sapindaceae,Acer negundo,Acer,negundo,,,S,A,T,C,2,,,,,,,,-1.0084,,,,,,O,W,CE,1.6413,,,,,,,,,,,,,,,,,,,0.182,,,,,179,,,non-vestured,0.1212,0.3297,diffuse-porous,simple,fibers,no,,,,2.598,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,pit membrane thickness and t values from Jansen et al. 2009
4365,40.75,-111.75,2009-2012 period,angiosperm,Fabaceae,Albizia,julibrissin,Magnoliopsida,Fabales,Fabaceae,Albizia julibrissin,Albizia,julibrissin,,,S,A,T,C,3,,,,,,,,-0.04482,,,,,,E,W,CA,1.97614,,,,,,,,,,,,,,,,,,,,,,,,,,,vestured,,,ring-porous,simple,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
4366,40.75,-111.75,2009-2012 period,angiosperm,Fabaceae,Albizia,julibrissin,Magnoliopsida,Fabales,Fabaceae,Albizia julibrissin,Albizia,julibrissin,,,S,A,T,C,3,,,,,,,,-0.08964,,,,,,E,W,CE,2.11779,,,,,,,,,,,,,,,,,,,,,,,,,,,vestured,,,ring-porous,simple,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
4367,40.75,-111.75,2009-2012 period,angiosperm,Betulaceae,Betula,occidentalis,Magnoliopsida,Fagales,Betulaceae,Betula occidentalis,Betula,occidentalis,,,S,A,T,C,1,,,,,,,,-1.54622,,,,,,O,W,CA,1.89228,,,,,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,scalariform,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
4368,40.75,-111.75,2009-2012 period,angiosperm,Betulaceae,Betula,occidentalis,Magnoliopsida,Fagales,Betulaceae,Betula occidentalis,Betula,occidentalis,,,S,A,T,C,1,,,,,,,,-1.29972,,,,,,O,W,CE,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,diffuse-porous,scalariform,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
4369,40.75,-111.75,2009-2012 period,angiosperm,Oleaceae,Fraxinus,pensylvanica,Magnoliopsida,Lamiales,Oleaceae,Fraxinus pensylvanica,Fraxinus,pensylvanica,,,S,A,T,C,1,,,,,,,,-0.08495,,,,-0.02251,-0.32918,E,W,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,vestured,,,ring-porous,simple,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
4370,40.75,-111.75,2009-2012 period,angiosperm,Oleaceae,Fraxinus,pensylvanica,Magnoliopsida,Lamiales,Oleaceae,Fraxinus pensylvanica,Fraxinus,pensylvanica,,,S,A,T,C,1,,,,,,,,-0.1405,,,,-0.02251,-0.32918,E,W,CA,1.56636,,,,,,,,,,,,,,,,,,,,,,,,,,,vestured,,,ring-porous,simple,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
4371,40.75,-111.75,2009-2012 period,angiosperm,Oleaceae,Fraxinus,pensylvanica,Magnoliopsida,Lamiales,Oleaceae,Fraxinus pensylvanica,Fraxinus,pensylvanica,,,S,A,T,C,1,,,,,,,,-0.09252,,,,-0.02251,-0.34938,E,W,CE,1.22751,,,,,,,,,,,,,,,,,,,,,,,,,,,vestured,,,ring-porous,simple,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
4372,40.75,-111.75,2009-2012 period,angiosperm,Moraceae,Morus,alba,Magnoliopsida,Rosales,Moraceae,Morus alba,Morus,alba,,,S,A,T,C,2,,,,,,,,-0.42577,,,,,,E,W,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,ring-porous,simple,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
4373,40.75,-111.75,2009-2012 period,angiosperm,Moraceae,Morus,alba,Magnoliopsida,Rosales,Moraceae,Morus alba,Morus,alba,,,S,A,T,C,2,,,,,,,,-0.29132,,,,,,E,W,CA,1.66562,,,,,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,ring-porous,simple,fibers,,,,,,,,,,,,,,,,,W,,,,Utah,USA,1460,,,,,,Li et al. 2008,10.1111/j.1469-8137.2007.02272.x,Sylvain Delzon,William Hammond,
